Time,V4
0.0,0.129
0.001997602876548142,0.128
0.003995205753096284,0.129
0.005992808629644426,0.128
0.007990411506192568,0.128
0.00998801438274071,0.131
0.011985617259288851,0.133
0.013983220135836994,0.134
0.015980823012385136,0.134
0.017978425888933277,0.134
0.01997602876548142,0.136
0.021973631642029562,0.139
0.023971234518577703,0.14
0.025968837395125847,0.141
0.027966440271673988,0.143
0.02996404314822213,0.145
0.03196164602477027,0.148
0.03395924890131841,0.149
0.035956851777866554,0.151
0.0379544546544147,0.153
0.03995205753096284,0.155
0.04194966040751098,0.156
0.043947263284059124,0.155
0.045944866160607264,0.154
0.047942469037155405,0.154
0.04994007191370355,0.158
0.051937674790251694,0.16
0.053935277666799834,0.163
0.055932880543347975,0.166
0.057930483419896116,0.166
0.05992808629644426,0.17
0.061925689172992404,0.171
0.06392329204954054,0.169
0.06592089492608869,0.173
0.06791849780263683,0.178
0.06991610067918497,0.178
0.07191370355573311,0.18
0.07391130643228125,0.18
0.0759089093088294,0.183
0.07790651218537754,0.185
0.07990411506192568,0.183
0.08190171793847383,0.186
0.08389932081502197,0.189
0.0858969236915701,0.189
0.08789452656811825,0.188
0.08989212944466639,0.191
0.09188973232121453,0.196
0.09388733519776267,0.2
0.09588493807431081,0.202
0.09788254095085897,0.204
0.0998801438274071,0.204
0.10187774670395525,0.204
0.10387534958050339,0.209
0.10587295245705153,0.215
0.10787055533359967,0.218
0.10986815821014781,0.222
0.11186576108669595,0.226
0.11386336396324409,0.229
0.11586096683979223,0.229
0.11785856971634039,0.233
0.11985617259288853,0.238
0.12185377546943667,0.243
0.12385137834598481,0.245
0.12584898122253294,0.246
0.1278465840990811,0.252
0.12984418697562924,0.255
0.13184178985217737,0.26
0.13383939272872553,0.264
0.13583699560527365,0.266
0.1378345984818218,0.271
0.13983220135836993,0.272
0.1418298042349181,0.277
0.14382740711146622,0.282
0.14582500998801437,0.289
0.1478226128645625,0.294
0.14982021574111065,0.297
0.1518178186176588,0.301
0.15381542149420693,0.307
0.1558130243707551,0.312
0.15781062724730321,0.317
0.15980823012385137,0.323
0.1618058330003995,0.328
0.16380343587694765,0.331
0.16580103875349578,0.333
0.16779864163004393,0.339
0.16979624450659206,0.345
0.1717938473831402,0.349
0.17379145025968837,0.353
0.1757890531362365,0.359
0.17778665601278465,0.363
0.17978425888933278,0.367
0.18178186176588093,0.373
0.18377946464242906,0.38
0.1857770675189772,0.389
0.18777467039552534,0.395
0.1897722732720735,0.399
0.19176987614862162,0.405
0.19376747902516978,0.41
0.19576508190171793,0.415
0.19776268477826606,0.42
0.1997602876548142,0.424
0.20175789053136234,0.43
0.2037554934079105,0.434
0.20575309628445862,0.436
0.20775069916100677,0.443
0.2097483020375549,0.447
0.21174590491410306,0.454
0.2137435077906512,0.458
0.21574111066719934,0.464
0.2177387135437475,0.469
0.21973631642029562,0.47
0.22173391929684377,0.474
0.2237315221733919,0.482
0.22572912504994005,0.491
0.22772672792648818,0.494
0.22972433080303634,0.498
0.23172193367958446,0.501
0.23371953655613262,0.505
0.23571713943268077,0.51
0.2377147423092289,0.513
0.23971234518577705,0.515
0.24170994806232518,0.519
0.24370755093887334,0.52
0.24570515381542146,0.52
