Time,I
0.0,0.031
0.001997602876548142,0.029
0.003995205753096284,0.03
0.005992808629644426,0.028
0.007990411506192568,0.029
0.00998801438274071,0.033
0.011985617259288851,0.035
0.013983220135836994,0.035
0.015980823012385136,0.034
0.017978425888933277,0.032
0.01997602876548142,0.033
0.021973631642029562,0.035
0.023971234518577703,0.033
0.025968837395125847,0.035
0.027966440271673988,0.036
0.02996404314822213,0.036
0.03196164602477027,0.038
0.03395924890131841,0.039
0.035956851777866554,0.043
0.0379544546544147,0.044
0.03995205753096284,0.042
0.04194966040751098,0.042
0.043947263284059124,0.04
0.045944866160607264,0.038
0.047942469037155405,0.035
0.04994007191370355,0.042
0.051937674790251694,0.042
0.053935277666799834,0.041
0.055932880543347975,0.039
0.057930483419896116,0.036
0.05992808629644426,0.036
0.061925689172992404,0.036
0.06392329204954054,0.037
0.06592089492608869,0.035
0.06791849780263683,0.038
0.06991610067918497,0.038
0.07191370355573311,0.035
0.07391130643228125,0.035
0.0759089093088294,0.035
0.07790651218537754,0.035
0.07990411506192568,0.035
0.08190171793847383,0.038
0.08389932081502197,0.041
0.0858969236915701,0.039
0.08789452656811825,0.04
0.08989212944466639,0.038
0.09188973232121453,0.04
0.09388733519776267,0.042
0.09588493807431081,0.043
0.09788254095085897,0.045
0.0998801438274071,0.045
0.10187774670395525,0.04
0.10387534958050339,0.041
0.10587295245705153,0.048
0.10787055533359967,0.049
0.10986815821014781,0.049
0.11186576108669595,0.046
0.11386336396324409,0.045
0.11586096683979223,0.045
0.11785856971634039,0.046
0.11985617259288853,0.049
0.12185377546943667,0.05
0.12385137834598481,0.051
0.12584898122253294,0.052
0.1278465840990811,0.058
0.12984418697562924,0.057
0.13184178985217737,0.056
0.13383939272872553,0.059
0.13583699560527365,0.06
0.1378345984818218,0.064
0.13983220135836993,0.061
0.1418298042349181,0.059
0.14382740711146622,0.059
0.14582500998801437,0.066
0.1478226128645625,0.07
0.14982021574111065,0.068
0.1518178186176588,0.07
0.15381542149420693,0.068
0.1558130243707551,0.068
0.15781062724730321,0.071
0.15980823012385137,0.073
0.1618058330003995,0.077
0.16380343587694765,0.079
0.16580103875349578,0.075
0.16779864163004393,0.071
0.16979624450659206,0.071
0.1717938473831402,0.074
0.17379145025968837,0.079
0.1757890531362365,0.084
0.17778665601278465,0.083
0.17978425888933278,0.08
0.18178186176588093,0.08
0.18377946464242906,0.084
0.1857770675189772,0.089
0.18777467039552534,0.09
0.1897722732720735,0.092
0.19176987614862162,0.094
0.19376747902516978,0.092
0.19576508190171793,0.092
0.19776268477826606,0.096
0.1997602876548142,0.099
0.20175789053136234,0.096
0.2037554934079105,0.095
0.20575309628445862,0.099
0.20775069916100677,0.101
0.2097483020375549,0.102
0.21174590491410306,0.101
0.2137435077906512,0.102
0.21574111066719934,0.105
0.2177387135437475,0.103
0.21973631642029562,0.103
0.22173391929684377,0.102
0.2237315221733919,0.106
0.22572912504994005,0.113
0.22772672792648818,0.112
0.22972433080303634,0.109
0.23172193367958446,0.112
0.23371953655613262,0.114
0.23571713943268077,0.115
0.2377147423092289,0.116
0.23971234518577705,0.117
0.24170994806232518,0.117
0.24370755093887334,0.112
0.24570515381542146,0.109
0.24770275669196962,0.109
0.24970035956851774,0.112
0.25169796244506587,0.111
0.253695565321614,0.11
0.2556931681981622,0.11
0.25769077107471033,0.107
0.2596883739512585,0.111
0.2616859768278066,0.114
0.26368357970435474,0.114
0.2656811825809029,0.117
0.26767878545745105,0.117
0.26967638833399915,0.115
0.2716739912105473,0.119
0.27367159408709546,0.122
0.2756691969636436,0.117
0.27766679984019177,0.116
0.27966440271673987,0.118
0.281662005593288,0.12
0.2836596084698362,0.121
0.28565721134638433,0.118
0.28765481422293243,0.117
0.2896524170994806,0.117
0.29165001997602874,0.117
0.2936476228525769,0.114
0.295645225729125,0.113
0.29764282860567315,0.113
0.2996404314822213,0.113
0.30163803435876946,0.108
0.3036356372353176,0.106
0.3056332401118657,0.105
0.30763084298841387,0.102
0.309628445864962,0.102
0.3116260487415102,0.102
0.3136236516180583,0.1
0.31562125449460643,0.098
0.3176188573711546,0.097
0.31961646024770274,0.1
0.3216140631242509,0.096
0.323611666000799,0.087
0.32560926887734715,0.08
0.3276068717538953,0.08
0.32960447463044346,0.08
0.33160207750699155,0.077
0.3335996803835397,0.071
0.33559728326008786,0.066
0.337594886136636,0.067
0.3395924890131841,0.064
0.3415900918897323,0.059
0.3435876947662804,0.062
0.3455852976428286,0.062
0.34758290051937674,0.059
0.34958050339592484,0.059
0.351578106272473,0.062
0.35357570914902114,0.06
0.3555733120255693,0.051
0.3575709149021174,0.046
0.35956851777866555,0.039
0.3615661206552137,0.038
0.36356372353176186,0.037
0.36556132640831,0.034
0.3675589292848581,0.032
0.36955653216140627,0.029
0.3715541350379544,0.027
0.3735517379145026,0.025
0.3755493407910507,0.024
0.37754694366759883,0.024
0.379544546544147,0.022
0.38154214942069514,0.022
0.38353975229724324,0.021
0.3855373551737914,0.022
0.38753495805033955,0.025
0.3895325609268877,0.023
0.39153016380343586,0.021
0.39352776667998396,0.022
0.3955253695565321,0.019
0.39752297243308027,0.015
0.3995205753096284,0.013
0.4015181781861765,0.013
0.4035157810627247,0.015
0.40551338393927283,0.009
0.407510986815821,0.005
0.40950858969236914,0.006
0.41150619256891724,0.004
0.4135037954454654,0.004
0.41550139832201355,0.006
0.4174990011985617,0.003
0.4194966040751098,-0.003
0.42149420695165796,-0.006
0.4234918098282061,-0.006
0.42548941270475427,-0.004
0.4274870155813024,-0.009
0.4294846184578505,-0.007
0.4314822213343987,-0.002
0.43347982421094683,-0.006
0.435477427087495,-0.005
0.4374750299640431,-0.004
0.43947263284059124,-0.006
0.4414702357171394,-0.004
0.44346783859368755,-0.004
0.44546544147023565,-0.009
0.4474630443467838,-0.011
0.44946064722333195,-0.009
0.4514582500998801,-0.005
0.45345585297642826,-0.009
0.45545345585297636,-0.012
0.4574510587295245,-0.011
0.4594486616060727,-0.009
0.4614462644826208,-0.009
0.4634438673591689,-0.011
0.4654414702357171,-0.013
0.46743907311226524,-0.011
0.4694366759888134,-0.009
0.47143427886536154,-0.007
0.47343188174190964,-0.011
0.4754294846184578,-0.013
0.47742708749500595,-0.01
0.4794246903715541,-0.006
0.4814222932481022,-0.006
0.48341989612465036,-0.009
0.4854174990011985,-0.014
0.48741510187774667,-0.013
0.48941270475429477,-0.014
0.4914103076308429,-0.017
0.4934079105073911,-0.017
0.49540551338393923,-0.019
0.4974031162604874,-0.022
0.4994007191370355,-0.023
0.5013983220135837,-0.029
0.5033959248901317,-0.029
0.5053935277666799,-0.025
0.507391130643228,-0.021
0.5093887335197762,-0.021
0.5113863363963244,-0.026
0.5133839392728725,-0.028
0.5153815421494207,-0.026
0.5173791450259688,-0.023
0.519376747902517,-0.023
0.521374350779065,-0.028
0.5233719536556132,-0.032
0.5253695565321613,-0.037
0.5273671594087095,-0.038
0.5293647622852576,-0.035
0.5313623651618058,-0.033
0.533359968038354,-0.032
0.5353575709149021,-0.034
0.5373551737914503,-0.034
0.5393527766679983,-0.035
0.5413503795445465,-0.035
0.5433479824210946,-0.034
0.5453455852976428,-0.037
0.5473431881741909,-0.037
0.5493407910507391,-0.035
0.5513383939272872,-0.031
0.5533359968038354,-0.032
0.5553335996803835,-0.033
0.5573312025569316,-0.032
0.5593288054334797,-0.032
0.5613264083100279,-0.028
0.563324011186576,-0.025
0.5653216140631242,-0.028
0.5673192169396724,-0.03
0.5693168198162205,-0.028
0.5713144226927687,-0.03
0.5733120255693167,-0.034
0.5753096284458649,-0.033
0.577307231322413,-0.034
0.5793048341989612,-0.033
0.5813024370755093,-0.03
0.5833000399520575,-0.026
0.5852976428286056,-0.025
0.5872952457051538,-0.025
0.589292848581702,-0.028
0.59129045145825,-0.029
0.5932880543347981,-0.024
0.5952856572113463,-0.021
0.5972832600878945,-0.018
0.5992808629644426,-0.017
0.6012784658409908,-0.019
0.6032760687175389,-0.021
0.6052736715940871,-0.025
0.6072712744706352,-0.027
0.6092688773471833,-0.026
0.6112664802237314,-0.026
0.6132640831002796,-0.023
0.6152616859768277,-0.022
0.6172592888533759,-0.023
0.619256891729924,-0.022
0.6212544946064722,-0.019
0.6232520974830204,-0.017
0.6252497003595685,-0.017
0.6272473032361165,-0.017
0.6292449061126647,-0.017
0.6312425089892129,-0.017
0.633240111865761,-0.02
0.6352377147423092,-0.022
0.6372353176188573,-0.025
0.6392329204954055,-0.025
0.6412305233719536,-0.021
0.6432281262485018,-0.019
0.6452257291250498,-0.018
0.647223332001598,-0.018
0.6492209348781461,-0.02
0.6512185377546943,-0.02
0.6532161406312424,-0.018
0.6552137435077906,-0.018
0.6572113463843388,-0.021
0.6592089492608869,-0.021
0.6612065521374351,-0.022
0.6632041550139831,-0.021
0.6652017578905313,-0.017
0.6671993607670794,-0.015
0.6691969636436276,-0.016
0.6711945665201757,-0.016
0.6731921693967239,-0.018
0.675189772273272,-0.021
0.6771873751498202,-0.019
0.6791849780263682,-0.018
0.6811825809029164,-0.018
0.6831801837794645,-0.017
0.6851777866560127,-0.019
0.6871753895325609,-0.02
0.689172992409109,-0.016
0.6911705952856572,-0.014
0.6931681981622053,-0.018
0.6951658010387535,-0.019
0.6971634039153015,-0.019
0.6991610067918497,-0.019
0.7011586096683978,-0.017
0.703156212544946,-0.017
0.7051538154214941,-0.016
0.7071514182980423,-0.017
0.7091490211745904,-0.022
0.7111466240511386,-0.022
0.7131442269276868,-0.022
0.7151418298042348,-0.021
0.717139432680783,-0.02
0.7191370355573311,-0.019
0.7211346384338793,-0.017
0.7231322413104274,-0.017
0.7251298441869756,-0.02
0.7271274470635237,-0.024
0.7291250499400719,-0.029
0.73112265281662,-0.029
0.7331202556931681,-0.022
0.7351178585697162,-0.018
0.7371154614462644,-0.016
0.7391130643228125,-0.019
0.7411106671993607,-0.022
0.7431082700759088,-0.021
0.745105872952457,-0.017
0.7471034758290052,-0.013
0.7491010787055533,-0.013
0.7510986815821014,-0.016
0.7530962844586495,-0.019
0.7550938873351977,-0.021
0.7570914902117458,-0.019
0.759089093088294,-0.021
0.7610866959648421,-0.018
0.7630842988413903,-0.015
0.7650819017179384,-0.019
0.7670795045944865,-0.015
0.7690771074710346,-0.015
0.7710747103475828,-0.013
0.773072313224131,-0.011
0.7750699161006791,-0.018
0.7770675189772273,-0.022
0.7790651218537754,-0.025
0.7810627247303236,-0.029
0.7830603276068717,-0.024
0.7850579304834198,-0.025
0.7870555333599679,-0.028
0.7890531362365161,-0.022
0.7910507391130642,-0.017
0.7930483419896124,-0.013
0.7950459448661605,-0.024
0.7970435477427087,-0.033
0.7990411506192568,-0.035
0.801038753495805,-0.037
0.803036356372353,-0.033
0.8050339592489012,-0.034
0.8070315621254494,-0.037
0.8090291650019975,-0.038
