Time,V1
0.0,0.166
0.001997602876548142,0.168
0.003995205753096284,0.166
0.005992808629644426,0.162
0.007990411506192568,0.162
0.00998801438274071,0.166
0.011985617259288851,0.168
0.013983220135836994,0.166
0.015980823012385136,0.164
0.017978425888933277,0.164
0.01997602876548142,0.166
0.021973631642029562,0.165
0.023971234518577703,0.165
0.025968837395125847,0.168
0.027966440271673988,0.166
0.02996404314822213,0.17
0.03196164602477027,0.17
0.03395924890131841,0.168
0.035956851777866554,0.169
0.0379544546544147,0.17
0.03995205753096284,0.172
0.04194966040751098,0.169
0.043947263284059124,0.169
0.045944866160607264,0.166
0.047942469037155405,0.165
0.04994007191370355,0.166
0.051937674790251694,0.164
0.053935277666799834,0.166
0.055932880543347975,0.169
0.057930483419896116,0.169
0.05992808629644426,0.168
0.061925689172992404,0.171
0.06392329204954054,0.169
0.06592089492608869,0.169
0.06791849780263683,0.172
0.06991610067918497,0.17
0.07191370355573311,0.172
0.07391130643228125,0.17
0.0759089093088294,0.168
0.07790651218537754,0.169
0.07990411506192568,0.169
0.08190171793847383,0.171
0.08389932081502197,0.17
0.0858969236915701,0.169
0.08789452656811825,0.166
0.08989212944466639,0.166
0.09188973232121453,0.168
0.09388733519776267,0.167
0.09588493807431081,0.17
0.09788254095085897,0.171
0.0998801438274071,0.168
0.10187774670395525,0.165
0.10387534958050339,0.165
0.10587295245705153,0.17
0.10787055533359967,0.172
0.10986815821014781,0.172
0.11186576108669595,0.172
0.11386336396324409,0.17
0.11586096683979223,0.167
0.11785856971634039,0.171
0.11985617259288853,0.174
0.12185377546943667,0.174
0.12385137834598481,0.173
0.12584898122253294,0.174
0.1278465840990811,0.172
0.12984418697562924,0.168
0.13184178985217737,0.172
0.13383939272872553,0.173
0.13583699560527365,0.171
0.1378345984818218,0.17
0.13983220135836993,0.169
0.1418298042349181,0.173
0.14382740711146622,0.175
0.14582500998801437,0.175
0.1478226128645625,0.177
0.14982021574111065,0.178
0.1518178186176588,0.177
0.15381542149420693,0.179
0.1558130243707551,0.178
0.15781062724730321,0.176
0.15980823012385137,0.177
0.1618058330003995,0.176
0.16380343587694765,0.175
0.16580103875349578,0.171
0.16779864163004393,0.172
0.16979624450659206,0.175
0.1717938473831402,0.174
0.17379145025968837,0.174
0.1757890531362365,0.172
0.17778665601278465,0.172
0.17978425888933278,0.173
0.18178186176588093,0.174
0.18377946464242906,0.173
0.1857770675189772,0.176
0.18777467039552534,0.177
0.1897722732720735,0.174
0.19176987614862162,0.172
0.19376747902516978,0.172
0.19576508190171793,0.172
0.19776268477826606,0.171
0.1997602876548142,0.17
0.20175789053136234,0.168
0.2037554934079105,0.166
0.20575309628445862,0.162
0.20775069916100677,0.163
0.2097483020375549,0.165
0.21174590491410306,0.164
0.2137435077906512,0.162
0.21574111066719934,0.161
0.2177387135437475,0.161
0.21973631642029562,0.159
0.22173391929684377,0.159
0.2237315221733919,0.155
0.22572912504994005,0.158
0.22772672792648818,0.159
0.22972433080303634,0.158
0.23172193367958446,0.157
0.23371953655613262,0.156
0.23571713943268077,0.154
0.2377147423092289,0.15
0.23971234518577705,0.148
0.24170994806232518,0.15
0.24370755093887334,0.146
0.24570515381542146,0.144
0.24770275669196962,0.143
0.24970035956851774,0.141
0.25169796244506587,0.141
0.253695565321614,0.135
0.2556931681981622,0.136
0.25769077107471033,0.138
0.2596883739512585,0.135
0.2616859768278066,0.135
0.26368357970435474,0.132
0.2656811825809029,0.131
0.26767878545745105,0.129
0.26967638833399915,0.128
0.2716739912105473,0.126
0.27367159408709546,0.126
0.2756691969636436,0.122
0.27766679984019177,0.12
0.27966440271673987,0.119
0.281662005593288,0.114
0.2836596084698362,0.114
0.28565721134638433,0.115
0.28765481422293243,0.112
0.2896524170994806,0.11
0.29165001997602874,0.107
0.2936476228525769,0.106
0.295645225729125,0.104
0.29764282860567315,0.102
0.2996404314822213,0.102
0.30163803435876946,0.1
0.3036356372353176,0.098
0.3056332401118657,0.099
0.30763084298841387,0.102
0.309628445864962,0.102
0.3116260487415102,0.102
0.3136236516180583,0.1
0.31562125449460643,0.099
0.3176188573711546,0.098
0.31961646024770274,0.099
0.3216140631242509,0.101
0.323611666000799,0.1
0.32560926887734715,0.098
0.3276068717538953,0.097
0.32960447463044346,0.102
0.33160207750699155,0.102
0.3335996803835397,0.105
0.33559728326008786,0.105
0.337594886136636,0.099
0.3395924890131841,0.101
0.3415900918897323,0.102
0.3435876947662804,0.104
0.3455852976428286,0.107
0.34758290051937674,0.11
0.34958050339592484,0.107
0.351578106272473,0.107
0.35357570914902114,0.11
0.3555733120255693,0.111
0.3575709149021174,0.112
0.35956851777866555,0.113
0.3615661206552137,0.114
0.36356372353176186,0.11
0.36556132640831,0.112
0.3675589292848581,0.115
0.36955653216140627,0.113
0.3715541350379544,0.115
0.3735517379145026,0.117
0.3755493407910507,0.118
0.37754694366759883,0.118
0.379544546544147,0.118
0.38154214942069514,0.119
0.38353975229724324,0.12
0.3855373551737914,0.123
0.38753495805033955,0.12
0.3895325609268877,0.122
0.39153016380343586,0.128
0.39352776667998396,0.126
0.3955253695565321,0.126
0.39752297243308027,0.124
0.3995205753096284,0.123
0.4015181781861765,0.126
0.4035157810627247,0.126
0.40551338393927283,0.122
0.407510986815821,0.119
0.40950858969236914,0.121
0.41150619256891724,0.124
0.4135037954454654,0.123
0.41550139832201355,0.122
0.4174990011985617,0.123
0.4194966040751098,0.124
0.42149420695165796,0.126
0.4234918098282061,0.127
0.42548941270475427,0.127
0.4274870155813024,0.127
0.4294846184578505,0.126
0.4314822213343987,0.126
0.43347982421094683,0.127
0.435477427087495,0.126
0.4374750299640431,0.129
0.43947263284059124,0.13
0.4414702357171394,0.131
0.44346783859368755,0.13
0.44546544147023565,0.129
0.4474630443467838,0.129
0.44946064722333195,0.127
0.4514582500998801,0.124
0.45345585297642826,0.127
0.45545345585297636,0.13
0.4574510587295245,0.124
0.4594486616060727,0.124
0.4614462644826208,0.127
0.4634438673591689,0.127
0.4654414702357171,0.13
0.46743907311226524,0.131
0.4694366759888134,0.13
0.47143427886536154,0.129
0.47343188174190964,0.13
0.4754294846184578,0.133
0.47742708749500595,0.133
0.4794246903715541,0.132
0.4814222932481022,0.132
0.48341989612465036,0.13
0.4854174990011985,0.129
0.48741510187774667,0.126
0.48941270475429477,0.129
0.4914103076308429,0.131
0.4934079105073911,0.13
0.49540551338393923,0.134
0.4974031162604874,0.133
0.4994007191370355,0.131
0.5013983220135837,0.13
0.5033959248901317,0.132
0.5053935277666799,0.134
0.507391130643228,0.133
0.5093887335197762,0.132
0.5113863363963244,0.136
0.5133839392728725,0.136
0.5153815421494207,0.131
0.5173791450259688,0.13
0.519376747902517,0.13
0.521374350779065,0.131
0.5233719536556132,0.132
0.5253695565321613,0.13
0.5273671594087095,0.127
0.5293647622852576,0.127
0.5313623651618058,0.13
0.533359968038354,0.131
0.5353575709149021,0.133
0.5373551737914503,0.133
0.5393527766679983,0.133
0.5413503795445465,0.131
0.5433479824210946,0.131
0.5453455852976428,0.132
0.5473431881741909,0.133
0.5493407910507391,0.133
0.5513383939272872,0.133
0.5533359968038354,0.132
0.5553335996803835,0.13
0.5573312025569316,0.131
0.5593288054334797,0.132
0.5613264083100279,0.133
0.563324011186576,0.132
0.5653216140631242,0.129
0.5673192169396724,0.131
0.5693168198162205,0.131
0.5713144226927687,0.131
0.5733120255693167,0.132
0.5753096284458649,0.133
0.577307231322413,0.133
0.5793048341989612,0.132
0.5813024370755093,0.131
0.5833000399520575,0.133
0.5852976428286056,0.136
0.5872952457051538,0.136
0.589292848581702,0.135
0.59129045145825,0.133
0.5932880543347981,0.136
0.5952856572113463,0.136
0.5972832600878945,0.139
0.5992808629644426,0.139
0.6012784658409908,0.139
0.6032760687175389,0.14
0.6052736715940871,0.137
0.6072712744706352,0.136
0.6092688773471833,0.135
0.6112664802237314,0.136
0.6132640831002796,0.138
0.6152616859768277,0.139
0.6172592888533759,0.139
0.619256891729924,0.134
0.6212544946064722,0.132
0.6232520974830204,0.134
0.6252497003595685,0.137
0.6272473032361165,0.138
0.6292449061126647,0.137
0.6312425089892129,0.138
0.633240111865761,0.137
0.6352377147423092,0.136
0.6372353176188573,0.139
0.6392329204954055,0.14
0.6412305233719536,0.141
0.6432281262485018,0.14
0.6452257291250498,0.139
0.647223332001598,0.136
0.6492209348781461,0.137
0.6512185377546943,0.137
0.6532161406312424,0.134
0.6552137435077906,0.136
0.6572113463843388,0.137
0.6592089492608869,0.139
0.6612065521374351,0.139
0.6632041550139831,0.137
0.6652017578905313,0.139
0.6671993607670794,0.14
0.6691969636436276,0.139
0.6711945665201757,0.139
0.6731921693967239,0.141
0.675189772273272,0.139
0.6771873751498202,0.139
0.6791849780263682,0.14
0.6811825809029164,0.14
0.6831801837794645,0.137
0.6851777866560127,0.136
0.6871753895325609,0.135
0.689172992409109,0.134
0.6911705952856572,0.136
0.6931681981622053,0.137
0.6951658010387535,0.137
0.6971634039153015,0.14
0.6991610067918497,0.14
0.7011586096683978,0.134
0.703156212544946,0.136
0.7051538154214941,0.136
0.7071514182980423,0.135
0.7091490211745904,0.14
0.7111466240511386,0.141
0.7131442269276868,0.14
0.7151418298042348,0.14
0.717139432680783,0.14
0.7191370355573311,0.142
0.7211346384338793,0.139
0.7231322413104274,0.137
0.7251298441869756,0.138
0.7271274470635237,0.136
0.7291250499400719,0.138
0.73112265281662,0.138
0.7331202556931681,0.136
0.7351178585697162,0.138
0.7371154614462644,0.141
0.7391130643228125,0.139
0.7411106671993607,0.137
0.7431082700759088,0.14
0.745105872952457,0.139
0.7471034758290052,0.141
0.7491010787055533,0.139
0.7510986815821014,0.137
0.7530962844586495,0.139
0.7550938873351977,0.137
0.7570914902117458,0.137
0.759089093088294,0.134
0.7610866959648421,0.134
0.7630842988413903,0.137
0.7650819017179384,0.136
0.7670795045944865,0.135
0.7690771074710346,0.133
0.7710747103475828,0.136
0.773072313224131,0.137
0.7750699161006791,0.135
0.7770675189772273,0.135
0.7790651218537754,0.135
0.7810627247303236,0.134
0.7830603276068717,0.132
0.7850579304834198,0.138
0.7870555333599679,0.14
0.7890531362365161,0.137
0.7910507391130642,0.137
0.7930483419896124,0.135
0.7950459448661605,0.136
0.7970435477427087,0.138
0.7990411506192568,0.141
0.801038753495805,0.141
0.803036356372353,0.138
0.8050339592489012,0.136
0.8070315621254494,0.134
0.8090291650019975,0.132
0.8110267678785457,0.133
0.8130243707550938,0.134
0.815021973631642,0.136
0.8170195765081901,0.134
0.8190171793847383,0.131
0.8210147822612863,0.132
